Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Phase,Subcontractor,Trade,Responsible Person,Bid Package,Planned Start,Planned Finish,Actual Start,Actual Finish,Early Start,Early Finish,Late Start,Late Finish,Remaining Duration (hrs),Planned Duration (hrs),Physical % Complete
CN.SEB1.7150,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 15-18 - K LINE (AD AREA),Complete,CONSTRUCTION,,SUWS-1 - 18-15,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-10 07:00,2024-05-14 17:00,2024-05-04 07:00,2024-05-07 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,30,100
CN.SWA1.1810,PAINT BOLTS - INSULATED METAL PANELS - GL 15-18 - L LINE (DS AREA),Complete,CONSTRUCTION,,SUWS-1 - 18-15,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-28 07:00,2024-07-08 17:00,2024-06-21 07:00,2024-06-26 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,50,100
CN.SWA1.6660,PAINT BOLTS - INSULATED METAL PANELS - GL 15-18 - K LINE (AD AREA),Complete,CONSTRUCTION,,SUWS-1 - 18-15,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-28 07:00,2024-05-31 17:00,2024-05-20 07:00,2024-05-25 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 07:00,2025-11-25 07:00,0,30,100
CN.SEB5.6580,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 31-33 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-5 - 31-33,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-04-17 07:00,2024-04-19 17:00,2024-04-17 07:00,2024-04-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEB5.6600,PAINT BOLTS - INSULATED METAL PANELS - GL 31-33 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-5 - 31-33,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-03 07:00,2024-05-09 17:00,2024-04-24 07:00,2024-04-28 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,40,100
CN.SEB4.6540,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 28-31 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-25 15:00,2024-03-28 09:00,2024-03-25 15:00,2024-03-29 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEB4.6550,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 28-31 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-04-22 07:00,2024-04-24 17:00,2024-04-22 07:00,2024-04-24 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEB4.6560,PAINT BOLTS - INSULATED METAL PANELS - GL 28-31 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-03 07:00,2024-05-07 17:00,2024-04-27 07:00,2024-05-02 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEB4.6570,PAINT BOLTS - INSULATED METAL PANELS - GL 28-31 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-06 07:00,2024-05-10 17:00,2024-05-01 07:00,2024-05-09 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,40,100
CN.SEB3.1200,PAINT BOLTS - INSULATED METAL PANELS - GL 25-28 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-04-12 07:00,2024-04-16 17:00,2024-04-12 07:00,2024-04-16 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEB3.6650,IMPACT - PAINT BOLTS - INSULATED METAL PANELS - GL 25-28 - D LINE (AD AREA) [26~27 LEFT OUT - BOTTOM CONNECTION ISSUE],Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-10 07:00,2024-05-16 17:00,2024-05-10 07:00,2024-05-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,40,100
CN.SEB3.6660,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 25- 28 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-09 08:00,2024-03-11 12:00,2024-03-16 08:00,2024-03-21 10:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEB3.6670,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 25-28 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-07 07:00,2024-05-10 17:00,2024-04-17 07:00,2024-04-18 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEB2.1510,PAINT BOLTS - INSULATED METAL PANEL GL 22-25 (DS AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-11 07:00,2024-04-15 11:00,2024-04-09 07:00,2024-04-12 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEB1.1460,PAINT BOLTS - INSULATED METAL PANELS - GL 19-22 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-08 07:00,2024-04-12 11:00,2024-04-03 07:00,2024-04-06 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEA5.1670,PAINT BOLTS - INSULATED METAL PANEL GL 6-3 (DS AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-23 07:00,2024-03-25 11:00,2024-03-21 09:00,2024-03-30 14:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA4.1290,PAINT BOLTS - INSULATED METAL PANELS - GL 9-6 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-4 - 9-6,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-28 07:00,2024-07-05 17:00,2024-06-24 07:00,2024-06-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB1.7160,PAINT BOLTS - INSULATED METAL PANELS - GL 20-22 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-07 07:00,2024-06-13 17:00,2024-05-31 07:00,2024-06-04 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB2.6190,PAINT BOLTS - INSULATED METAL PANELS - GL 22-25 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-24 07:00,2024-05-31 17:00,2024-05-23 07:00,2024-06-04 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEB2.6200,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 22-25 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-19 08:00,2024-03-23 12:00,2024-03-19 08:00,2024-03-21 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEB2.6210,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 22-25 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-13 07:00,2024-05-16 17:00,2024-05-01 07:00,2024-05-17 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEB1.7170,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 19-22 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-09 08:00,2024-03-11 12:00,2024-03-07 08:00,2024-03-13 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,24,100
CN.SEB1.7180,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 19-22 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUEN-1 - 19-22,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-17 07:00,2024-05-21 17:00,2024-05-16 07:00,2024-05-23 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA5.6570,PAINT BOLTS - INSULATED METAL PANELS - GL 6-3 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-28 07:00,2024-07-05 17:00,2024-06-24 07:00,2024-06-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,40,100
CN.SEA5.6580,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 6-3 - C LINE (DS AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-19 15:00,2024-03-24 09:00,2024-03-19 15:00,2024-03-21 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA5.6590,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 6-3 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-06-24 07:00,2024-06-27 17:00,2024-06-17 07:00,2024-06-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SEA3.1710,PAINT BOLTS - INSULATED METAL PANEL GL 13-9 (DS AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-18 07:00,2024-03-20 11:00,2024-03-15 07:00,2024-03-18 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA3.6730,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 13-9 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-06-24 07:00,2024-06-27 17:00,2024-06-17 07:00,2024-06-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA3.6740,PAINT BOLTS - INSULATED METAL PANELS - GL 13-9 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-28 07:00,2024-07-05 17:00,2024-06-19 07:00,2024-06-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA4.6510,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 9-6 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-4 - 9-6,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-06-24 07:00,2024-06-27 17:00,2024-06-17 07:00,2024-06-19 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA3.6750,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 16-13 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-28 07:00,2024-05-31 17:00,2024-05-28 07:00,2024-05-30 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA3.6760,PAINT BOLTS - INSULATED METAL PANELS - GL 16-13 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-21 07:00,2024-06-27 17:00,2024-06-14 07:00,2024-06-20 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA3.6770,PAINT BOLTS - INSULATED METAL PANEL GL 16-13 (DS AREA),Complete,CONSTRUCTION,,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-03-19 07:00,2024-03-22 11:00,2024-03-19 07:00,2024-04-03 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA1.6570,IMPACT - MEP OPENING REWORK INSPECT - CLADDING STEEL GL 19-16 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,,,2024-05-30 07:00,2024-06-03 17:00,2024-05-23 07:00,2024-05-29 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA1.6780,PAINT BOLTS - INSULATED METAL PANEL GL 19-16 (DS AREA),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-01 07:00,2024-04-03 11:00,2024-04-03 07:00,2024-04-12 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,24,100
CN.SEA1.6790,PAINT BOLTS - INSULATED METAL PANELS - GL 18-16 - D LINE (AD AREA),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-06-17 07:00,2024-06-21 17:00,2024-06-01 07:00,2024-06-07 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA1.6580,PAINT BOLTS - GL 18-16 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-08-09 07:00,2024-08-13 17:00,2024-07-29 07:00,2024-08-06 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-04 07:00,2025-09-04 07:00,0,30,100
CN.SEA3.1720,IMPACT - INSTALL INSULATED METAL PANELS (LEAVEOUT AREAS) - GL 9-11 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,,,2024-10-26 07:00,2024-10-27 17:00,2024-10-15 07:00,2024-10-22 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,20,100
CN.SEA3.1730,PAINT BOLTS - GL 9-11 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUES-3 - 13-9,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-10-24 07:00,2024-10-29 17:00,2024-10-07 07:00,2024-10-12 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA4.1300,PAINT BOLTS - GL 8-6 - A LINE [SUP EXTERIOR WALL] - BLOCKED BY WW/MEP CRANE,Complete,CONSTRUCTION,,SUES-4 - 9-6,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-09-12 07:00,2024-09-16 17:00,2024-07-31 07:00,2024-08-06 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA5.1210,PAINT BOLTS - GL 1-6 - A LINE [SUP EXTERIOR WALL] - PHASE 1 - WEEKEND WORK DURING STARCON STANDDOWN,Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-07-01 07:00,2024-07-01 17:00,2024-06-15 07:00,2024-06-16 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,10,100
CN.BB31.ST.1460,WAFFLE SLAB CRACK REPAIR - 3rd,Complete,CONSTRUCTION,,B2 - Area 9 (Gridlines 21-24),L2 - SubFab Level,,CONSTRUCTION,,Pour Concrete,,,2024-03-25 13:00,2024-04-02 09:00,2024-03-25 13:00,2024-03-30 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,56,100
CN.BB31.ST.1470,WAFFLE SLAB CRACK REPAIR - 2nd Priority,Complete,CONSTRUCTION,,B1 - Area 8 (Gridlines 18-21),L2 - SubFab Level,,CONSTRUCTION,,Pour Concrete,,,2024-04-08 07:00,2024-04-17 13:00,2024-03-25 07:00,2024-03-30 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,56,100
CN.BB31.ST.1480,WAFFLE SLAB CRACK REPAIR - 5th Priority - A2 - GL 15-12 - L2,Complete,CONSTRUCTION,,A2 - Area 5 (Gridlines 15-12),L2 - SubFab Level,,CONSTRUCTION,INFINITY,Pour Concrete,,,2024-03-29 07:00,2024-04-05 13:00,2024-03-29 07:00,2024-06-25 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,56,100
CN.BB31.ST.1490,WAFFLE SLAB CRACK REPAIR - 4th Priority,Complete,CONSTRUCTION,,A1 - Area 6 (Gridlines 18-15),L2 - SubFab Level,,CONSTRUCTION,,Pour Concrete,,,2024-04-01 07:00,2024-04-04 17:00,2024-04-01 07:00,2024-04-05 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,40,100
CN.SEA5.6600,PAINT BOLTS - GL 1-6 - A LINE [SUP EXTERIOR WALL] - PHASE 2 - WEEKEND WORK DURING STARCON STANDDOWN,Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-07-01 07:00,2024-07-01 17:00,2024-06-22 07:00,2024-06-23 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,10,100
CN.SEB1.1500,PAINT BOLTS - GL 18-19 - A LINE [SUP EXTERIOR WALL] (MEP TANK LEAVEOUT),Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-11-14 07:00,2024-11-18 17:00,2024-11-14 07:00,2024-11-20 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEB3.6260,PAINT BOLTS GL 25-28 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUEN-3 - 25-28,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-08 07:00,2024-04-12 17:00,2024-04-08 07:00,2024-04-11 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-30 07:00,2025-09-30 07:00,0,30,100
CN.SEB2.1260,PAINT BOLTS - SEB2 - GL 22-25 [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUEN-2 - 22-25,EXTERIOR SKIN,,CONSTRUCTION,,,,,2024-03-09 08:00,2024-03-11 12:00,2024-03-08 08:00,2024-03-14 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-30 07:00,2025-09-30 07:00,0,24,100
CN.SEB4.1190,PAINT BOLTS - GL 28-31 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-07 07:00,2024-05-10 17:00,2024-05-07 07:00,2024-05-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-30 07:00,2025-09-30 07:00,0,30,100
CN.SEB5.1210,PAINT BOLTS - GL 31-33 - A LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUEN-5 - 31-33,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-05-24 07:00,2024-05-30 17:00,2024-05-07 07:00,2024-05-18 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-30 07:00,2025-09-30 07:00,0,30,100
CN.SWA2.1620,PAINT BOLTS - GL 12-15 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWS-2 - 15-12,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-08-27 07:00,2024-08-29 17:00,2024-07-19 07:00,2024-07-26 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-04 17:00,2025-12-04 17:00,0,30,100
CN.SWA5.1320,PAINT BOLTS - SWA5 - GL 6-3 [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-08 07:00,2024-04-12 11:00,2024-04-02 00:00,2024-04-06 00:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-04 07:00,2025-12-04 07:00,0,24,100
CN.SWA4.6580,PAINT BOLTS - GL 1-4 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-07-08 07:00,2024-07-16 17:00,2024-06-25 07:00,2024-07-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-04 07:00,2025-09-04 07:00,0,60,100
CN.SWB1.1660,PAINT BOLTS - GL 18.5-20(LOADING PLATFORM)- N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-1 - 18-21,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-11-07 07:00,2024-11-11 17:00,2024-11-21 07:00,2024-12-04 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,30,100
CN.SWB1.5130,PAINT BOLTS - GL 17-18 - N LINE [SUP EXTERIOR WALL] (BUCK HOIST ),Complete,CONSTRUCTION,,SUWN-1 - 18-21,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2025-02-26 07:00,2025-02-28 17:00,2025-02-26 07:00,2025-02-28 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SWB2.1530,PAINT BOLTS GL 21-24 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-2 - 21-24,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,,,2024-04-08 07:00,2024-04-12 11:00,2024-04-01 00:00,2024-04-08 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-08-26 07:00,2025-08-26 07:00,0,24,100
CN.SWB2.6770,IMPACT [ES 28] - PAINT BOLTS AT OPENING GL 21-24 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-2 - 21-24,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-04-18 07:00,2024-04-22 17:00,2024-04-18 07:00,2024-04-25 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-29 07:00,2025-09-29 07:00,0,30,100
CN.SWB3.1290,PAINT BOLTS - GL 24-27 [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-3 - 24-27,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-07-19 07:00,2024-07-23 17:00,2024-07-12 07:00,2024-07-18 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-08-26 07:00,2025-08-26 07:00,0,30,100
CN.SWB3.4990,PAINT BOLTS - GL 26-27 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-3 - 24-27,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-09-27 07:00,2024-09-30 17:00,2024-09-17 07:00,2024-09-21 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-29 07:00,2025-09-29 07:00,0,20,100
CN.SWB4.1300,PAINT BOLTS - GL 27-30 - N LINE [SUP EXTERIOR WALL],Complete,CONSTRUCTION,,SUWN-4 - 27-30,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-09-19 07:00,2024-09-23 17:00,2024-09-19 07:00,2024-09-26 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-08-26 07:00,2025-08-26 07:00,0,30,100
CN.SWB5.1310,PAINT BOLTS - GL 30-33 - N LINE [SUP EXTERIOR WALL & PH WALL],Complete,CONSTRUCTION,,SUWN-5 - 30-33,EXTERIOR SKIN,,CONSTRUCTION,ALPHA,INSULATED METAL PANELS,,,2024-09-03 07:00,2024-09-05 17:00,2024-08-15 07:00,2024-08-21 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
